Time (s),Station ID,Range (km),Range Rate (km/s)
606780,3,59131592.19,2.380016328
606790,3,59131615.99,2.380241402
606800,3,59131639.79,2.380466412
606810,3,59131663.6,2.380691255
606820,3,59131687.41,2.380916372
606830,3,59131711.22,2.381141202
606840,3,59131735.03,2.381365864
606850,3,59131758.84,2.381590612
606860,3,59131782.66,2.381815011
606870,3,59131806.48,2.382039679
606880,3,59131830.3,2.38226382
606890,3,59131854.13,2.382488278
606900,3,59131877.95,2.382712435
606910,3,59131901.78,2.382936574
606920,3,59131925.61,2.383160729
606930,3,59131949.44,2.383384737
606940,3,59131973.28,2.383608536
606950,3,59131997.11,2.383832301
606960,3,59132020.95,2.384055909
606970,3,59132044.8,2.384279705
606980,3,59132068.64,2.384503254
606990,3,59132092.48,2.38472663
607000,3,59132116.34,2.384950024
607010,3,59132140.19,2.385173217
607020,3,59132164.04,2.385396422
607030,3,59132187.89,2.385619606
607040,3,59132211.75,2.385842579
607050,3,59132235.61,2.386065604
607060,3,59132259.47,2.386288392
607070,3,59132283.34,2.386511013
607080,3,59132307.2,2.386733758
607090,3,59132331.07,2.38695622
607100,3,59132354.94,2.387178766
607110,3,59132378.82,2.387401357
607120,3,59132402.69,2.387623635
607130,3,59132426.57,2.387845689
607140,3,59132450.45,2.388067901
607150,3,59132474.33,2.388290002
607160,3,59132498.21,2.388511811
607170,3,59132522.1,2.388733826
607180,3,59132545.98,2.38895561
607190,3,59132569.88,2.389177188
607200,3,59132593.77,2.389398881
607210,3,59132617.66,2.38962016
607220,3,59132641.56,2.38984182
607230,3,59132665.46,2.390063138
607240,3,59132689.37,2.390284325
607250,3,59132713.27,2.390505535
607260,3,59132737.17,2.390726586
607270,3,59132761.08,2.390947567
607280,3,59132784.99,2.391168558
607290,3,59132808.91,2.391389379
607300,3,59132832.82,2.391609924
607310,3,59132856.74,2.391830392
607320,3,59132880.66,2.392051134
607330,3,59132904.58,2.392271594
607340,3,59132928.5,2.392491781
607350,3,59132952.43,2.392712131
607360,3,59132976.36,2.392932327
607370,3,59133000.29,2.393152494
607380,3,59133024.22,2.393372392
607390,3,59133048.16,2.393592258
607400,3,59133072.09,2.393812127
607410,3,59133096.03,2.394031824
607420,3,59133119.97,2.394251447
607430,3,59133143.92,2.394470944
607440,3,59133167.86,2.394690487
607450,3,59133191.81,2.39490963
607460,3,59133215.76,2.395129108
607470,3,59133239.71,2.395348369
607480,3,59133263.67,2.395567198
607490,3,59133287.62,2.395786293
607500,3,59133311.58,2.396005088
607510,3,59133335.54,2.396223949
607520,3,59133359.51,2.396442627
607530,3,59133383.47,2.396661248
607540,3,59133407.44,2.396879558
607550,3,59133431.41,2.397098262
607560,3,59133455.38,2.397316368
607570,3,59133479.36,2.397534723
607580,3,59133503.33,2.397752977
607590,3,59133527.31,2.397970727
607600,3,59133551.29,2.398188944
607610,3,59133575.27,2.398406872
607620,3,59133599.26,2.398624437
607630,3,59133623.25,2.398842259
607640,3,59133647.24,2.399059881
607650,3,59133671.23,2.399277203
607660,3,59133695.22,2.399494625
607670,3,59133719.22,2.399712079
607680,3,59133743.22,2.399929324
607690,3,59133767.22,2.400146288
607700,3,59133791.22,2.400363215
607710,3,59133815.22,2.400579962
607720,3,59133839.23,2.400797194
607730,3,59133863.24,2.401013708
607740,3,59133887.25,2.401230302
607750,3,59133911.27,2.401446898
607760,3,59133935.28,2.40166333
607770,3,59133959.3,2.401879568
607780,3,59133983.32,2.402095831
607790,3,59134007.34,2.402312095
607800,3,59134031.36,2.402528205
607810,3,59134055.39,2.402744224
607820,3,59134079.42,2.40295982
607830,3,59134103.45,2.403175869
607840,3,59134127.48,2.403391526
607850,3,59134151.52,2.403606986
607860,3,59134175.55,2.403822478
607870,3,59134199.59,2.40403809
607880,3,59134223.64,2.404253333
607890,3,59134247.68,2.404468458
607900,3,59134271.73,2.404683489
607910,3,59134295.77,2.404898512
607920,3,59134319.82,2.405113496
607930,3,59134343.88,2.40532831
607940,3,59134367.93,2.405542955
607950,3,59134391.99,2.405757462
607960,3,59134416.05,2.405971909
607970,3,59134440.11,2.406186396
607980,3,59134464.17,2.406400715
607990,3,59134488.23,2.406614993
608000,3,59134512.3,2.406829205
608010,3,59134536.37,2.40704315
608020,3,59134560.44,2.407256866
608030,3,59134584.51,2.407470716
608040,3,59134608.59,2.40768444
608050,3,59134632.67,2.407898182
608060,3,59134656.75,2.408111862
608070,3,59134680.83,2.40832508
608080,3,59134704.92,2.408538387
608090,3,59134729,2.408751836
608100,3,59134753.09,2.408964725
608110,3,59134777.18,2.40917775
608120,3,59134801.28,2.409390659
608130,3,59134825.37,2.409603456
608140,3,59134849.47,2.409816565
608150,3,59134873.56,2.410029149
608160,3,59134897.67,2.410241621
608170,3,59134921.77,2.41045409
608180,3,59134945.87,2.410666392
608190,3,59134969.98,2.410878468
608200,3,59134994.09,2.41109076
608210,3,59135018.21,2.411302781
608220,3,59135042.32,2.411514606
608230,3,59135066.44,2.411726372
608240,3,59135090.56,2.411938154
608250,3,59135114.67,2.412150073
608260,3,59135138.8,2.412361325
608270,3,59135162.92,2.412572921
608280,3,59135187.05,2.412784174
608290,3,59135211.18,2.412995176
608300,3,59135235.31,2.413206591
608310,3,59135259.44,2.413417456
608320,3,59135283.58,2.413628415
608330,3,59135307.71,2.413839135
608340,3,59135331.86,2.4140499
608350,3,59135356,2.414260477
608360,3,59135380.14,2.41447103
608370,3,59135404.28,2.41468133
608380,3,59135428.43,2.414891879
608390,3,59135452.58,2.415101992
608400,3,59135476.73,2.41531211
608410,3,59135500.89,2.415522249
608420,3,59135525.04,2.415731934
608430,3,59135549.2,2.41594166
608440,3,59135573.36,2.416151295
608450,3,59135597.53,2.416361059
608460,3,59135621.69,2.416570578
608470,3,59135645.86,2.416779798
608480,3,59135670.03,2.416989217
608490,3,59135694.2,2.417198198
608500,3,59135718.37,2.417407222
608510,3,59135742.55,2.417616295
608520,3,59135766.72,2.417825257
608530,3,59135790.9,2.418033936
608540,3,59135815.09,2.418242643
608550,3,59135839.27,2.418451175
608560,3,59135863.45,2.418659583
608570,3,59135887.64,2.418867898
608580,3,59135911.83,2.419076189
608590,3,59135936.02,2.419284386
608600,3,59135960.22,2.419492051
608610,3,59135984.41,2.419700259
608620,3,59136008.61,2.419907885
608630,3,59136032.81,2.420115581
608640,3,59136057.01,2.420323317
608650,3,59136081.22,2.420530757
608660,3,59136105.42,2.420738009
608670,3,59136129.63,2.420945451
608680,3,59136153.84,2.421152593
608690,3,59136178.06,2.421359762
608700,3,59136202.27,2.421566559
608710,3,59136226.49,2.421773433
608720,3,59136250.71,2.421980455
608730,3,59136274.92,2.422187021
608740,3,59136299.15,2.422393444
608750,3,59136323.37,2.422599961
608760,3,59136347.6,2.422806282
608770,3,59136371.83,2.423012363
608780,3,59136396.06,2.42321861
608790,3,59136420.29,2.423424655
608800,3,59136444.53,2.423630472
608810,3,59136468.77,2.423836298
608820,3,59136493.01,2.424041839
608830,3,59136517.25,2.42424758
608840,3,59136541.49,2.424452941
608850,3,59136565.74,2.424658428
608860,3,59136589.98,2.424863654
608870,3,59136614.23,2.425068441
608880,3,59136638.49,2.425273786
608890,3,59136662.74,2.425478537
608900,3,59136687,2.425683381
608910,3,59136711.25,2.425888422
608920,3,59136735.51,2.426092881
608930,3,59136759.77,2.426297535
608940,3,59136784.04,2.426501758
608950,3,59136808.3,2.426705976
608960,3,59136832.57,2.426910146
608970,3,59136856.84,2.427114316
608980,3,59136881.11,2.427318339
608990,3,59136905.39,2.427521968
609000,3,59136929.67,2.427725669
609010,3,59136953.94,2.427929337
609020,3,59136978.22,2.428132781
609030,3,59137002.51,2.428336248
609040,3,59137026.79,2.428539621
609050,3,59137051.08,2.428742726
609060,3,59137075.37,2.428945758
609070,3,59137099.66,2.429148693
609080,3,59137123.95,2.42935171
609090,3,59137148.24,2.429554148
609100,3,59137172.54,2.429757079
609110,3,59137196.84,2.42995934
609120,3,59137221.14,2.430161832
609130,3,59137245.44,2.430364286
609140,3,59137269.74,2.430566546
609150,3,59137294.05,2.430768586
609160,3,59137318.36,2.430970489
609170,3,59137342.67,2.431172255
609180,3,59137366.98,2.431374003
609190,3,59137391.3,2.431575567
609200,3,59137415.62,2.431777199
609210,3,59137439.93,2.431978739
609220,3,59137464.26,2.432179767
609230,3,59137488.58,2.432381059
609240,3,59137512.9,2.432582248
609250,3,59137537.23,2.432783145
609260,3,59137561.56,2.432983935
609270,3,59137585.89,2.433184682
609280,3,59137610.22,2.433385296
609290,3,59137634.56,2.433585853
609300,3,59137658.9,2.433786035
609310,3,59137683.23,2.433986476
609320,3,59137707.57,2.434186636
609330,3,59137731.92,2.43438686
609340,3,59137756.26,2.434586753
609350,3,59137780.61,2.434786447
609360,3,59137804.96,2.434986122
609370,3,59137829.31,2.435185869
609380,3,59137853.66,2.435385285
609390,3,59137878.02,2.435584589
609400,3,59137902.37,2.435783997
609410,3,59137926.73,2.435982925
609420,3,59137951.09,2.436182029
609430,3,59137975.46,2.436381037
609440,3,59137999.82,2.43657981
609450,3,59138024.19,2.43677852
609460,3,59138048.56,2.436977252
609470,3,59138072.93,2.437175625
609480,3,59138097.3,2.437373955
609490,3,59138121.67,2.437572174
609500,3,59138146.05,2.437770261
609510,3,59138170.43,2.437968349
609520,3,59138194.81,2.43816643
609530,3,59138219.19,2.438363835
609540,3,59138243.58,2.438561537
609550,3,59138267.96,2.438759262
609560,3,59138292.35,2.438956624
609570,3,59138316.74,2.439153826
609580,3,59138341.14,2.439351159
609590,3,59138365.53,2.439548217
609600,3,59138389.93,2.439745226
609610,3,59138414.33,2.439942
609620,3,59138438.73,2.44013867
609630,3,59138463.13,2.440335074
609640,3,59138487.53,2.440531837
609650,3,59138511.94,2.440728185
609660,3,59138536.35,2.440924418
609670,3,59138560.76,2.441120601
609680,3,59138585.17,2.441316728
609690,3,59138609.58,2.441512444
609700,3,59138634,2.441708564
609710,3,59138658.42,2.441904055
609720,3,59138682.84,2.442099595
609730,3,59138707.26,2.442295099
609740,3,59138731.68,2.442490475
609750,3,59138756.11,2.442685562
609760,3,59138780.54,2.442880643
609770,3,59138804.97,2.443075663
609780,3,59138829.4,2.443270467
609790,3,59138853.83,2.443465297
609800,3,59138878.27,2.443659939
609810,3,59138902.71,2.443854368
609820,3,59138927.15,2.444048844
609830,3,59138951.59,2.444243189
609840,3,59138976.03,2.444437186
609850,3,59139000.48,2.444631159
609860,3,59139024.92,2.44482519
609870,3,59139049.37,2.445018953
609880,3,59139073.82,2.445212636
609890,3,59139098.27,2.445406221
609900,3,59139122.73,2.445599709
609910,3,59139147.19,2.445792972
609920,3,59139171.65,2.445986214
609930,3,59139196.11,2.446179245
609940,3,59139220.57,2.44637227
609950,1,59141354.37,1.861254283
609960,1,59141372.98,1.861332593
609970,1,59141391.6,1.861411083
609980,1,59141410.21,1.8614901
609990,1,59141428.83,1.861568837
610000,1,59141447.45,1.861648149
610010,1,59141466.06,1.861727189
610020,1,59141484.68,1.861806798
610030,1,59141503.3,1.861886588
610040,1,59141521.92,1.861966543
610050,1,59141540.54,1.862046663
610060,1,59141559.16,1.862126728
610070,1,59141577.78,1.862207248
610080,1,59141596.4,1.862287902
610090,1,59141615.02,1.862368581
610100,1,59141633.65,1.862449663
610110,1,59141652.27,1.862530892
610120,1,59141670.9,1.862612372
610130,1,59141689.53,1.862693751
610140,1,59141708.15,1.862775643
610150,1,59141726.78,1.862857622
610160,1,59141745.41,1.862939872
610170,1,59141764.04,1.863022002
610180,1,59141782.67,1.863104805
610190,1,59141801.3,1.863187423
610200,1,59141819.93,1.86327033
610210,1,59141838.57,1.863353582
610220,1,59141857.2,1.863436682
610230,1,59141875.84,1.863520095
610240,1,59141894.47,1.863603972
610250,1,59141913.11,1.863687635
610260,1,59141931.75,1.86377184
610270,1,59141950.38,1.863855796
610280,1,59141969.02,1.863940572
610290,1,59141987.66,1.864024992
610300,1,59142006.3,1.864110053
610310,1,59142024.94,1.864195047
610320,1,59142043.59,1.864280086
610330,1,59142062.23,1.864365513
610340,1,59142080.88,1.864451053
610350,1,59142099.52,1.864536661
610360,1,59142118.17,1.86462245
610370,1,59142136.81,1.864708821
610380,1,59142155.46,1.864794993
610390,1,59142174.11,1.864881555
610400,1,59142192.76,1.864968409
610410,1,59142211.41,1.865054984
610420,1,59142230.06,1.865142305
610430,1,59142248.71,1.865229575
610440,1,59142267.36,1.86531711
610450,1,59142286.02,1.865404774
610460,1,59142304.67,1.865492487
610470,1,59142323.33,1.86558012
610480,1,59142341.98,1.865668383
610490,1,59142360.64,1.865756967
610500,1,59142379.3,1.865845446
610510,1,59142397.96,1.865934175
610520,1,59142416.62,1.866023291
610530,1,59142435.28,1.866112371
610540,1,59142453.94,1.866201687
610550,1,59142472.6,1.866291192
610560,1,59142491.26,1.866380973
610570,1,59142509.93,1.866470609
610580,1,59142528.59,1.86656065
610590,1,59142547.26,1.866651046
610600,1,59142565.93,1.866741407
610610,1,59142584.59,1.866832067
610620,1,59142603.26,1.866922913
610630,1,59142621.93,1.867014024
610640,1,59142640.6,1.867105142
610650,1,59142659.28,1.867196503
610660,1,59142677.95,1.867287917
610670,1,59142696.62,1.867379792
610680,1,59142715.3,1.86747181
610690,1,59142733.97,1.867563777
610700,1,59142752.65,1.867656043
610710,1,59142771.32,1.86774868
610720,1,59142790,1.867841449
610730,1,59142808.68,1.867934231
610740,1,59142827.36,1.86802725
610750,1,59142846.04,1.868120511
610760,1,59142864.72,1.868213913
610770,1,59142883.4,1.868307551
610780,1,59142902.09,1.868401465
610790,1,59142920.77,1.868495371
610800,1,59142939.46,1.868589605
610810,1,59142958.15,1.868683904
610820,1,59142976.83,1.868778323
610830,1,59142995.52,1.868873279
610840,1,59143014.21,1.868968302
610850,1,59143032.9,1.86906344
610860,1,59143051.59,1.869158511
610870,1,59143070.28,1.869253957
610880,1,59143088.98,1.869349839
610890,1,59143107.67,1.869445533
610900,1,59143126.37,1.869541596
610910,1,59143145.06,1.869637798
610920,1,59143163.76,1.86973432
610930,1,59143182.45,1.869830972
610940,1,59143201.15,1.869927555
610950,1,59143219.85,1.870024428
610960,1,59143238.56,1.870121525
610970,1,59143257.26,1.870219124
610980,1,59143275.96,1.870316485
610990,1,59143294.66,1.870414303
611000,1,59143313.37,1.870512215
611010,1,59143332.07,1.870610389
611020,1,59143350.78,1.870708388
611030,1,59143369.49,1.870807041
611040,1,59143388.2,1.8709057
611050,1,59143406.91,1.871004247
611060,1,59143425.62,1.871103422
611070,1,59143444.33,1.871202573
611080,1,59143463.04,1.871302113
611090,1,59143481.75,1.871401476
611100,1,59143500.47,1.871501247
611110,1,59143519.18,1.871601228
611120,1,59143537.9,1.871701135
611130,1,59143556.62,1.871801544
611140,1,59143575.34,1.87190217
611150,1,59143594.05,1.872002826
611160,1,59143612.77,1.872103435
611170,1,59143631.5,1.872204668
611180,1,59143650.22,1.872305784
611190,1,59143668.94,1.872407036
611200,1,59143687.67,1.872508796
611210,1,59143706.39,1.872610577
611220,1,59143725.12,1.872712408
611230,1,59143743.85,1.872814535
611240,1,59143762.58,1.872917072
611250,1,59143781.31,1.873019581
611260,1,59143800.04,1.873122028
611270,1,59143818.77,1.873225039
611280,1,59143837.5,1.873327883
611290,1,59143856.24,1.873431255
611300,1,59143874.97,1.873534689
611310,1,59143893.7,1.87363838
611320,1,59143912.44,1.873742124
611330,1,59143931.18,1.873846267
611340,1,59143949.92,1.873950223
611350,1,59143968.66,1.874054489
611360,1,59143987.4,1.874159245
611370,1,59144006.14,1.874263708
611380,1,59144024.88,1.87436862
611390,1,59144043.63,1.874473788
611400,1,59144062.38,1.874578892
611410,1,59144081.12,1.874684607
611420,1,59144099.87,1.874790085
611430,1,59144118.62,1.874896004
611440,1,59144137.37,1.87500184
611450,1,59144156.12,1.875107955
611460,1,59144174.87,1.875214306
611470,1,59144193.62,1.875321187
611480,1,59144212.38,1.875427672
611490,1,59144231.13,1.875534562
611500,1,59144249.89,1.875641577
611510,1,59144268.64,1.875748868
611520,1,59144287.4,1.875856416
611530,1,59144306.16,1.875964056
611540,1,59144324.92,1.8760717
611550,1,59144343.68,1.876179811
611560,1,59144362.44,1.876288072
611570,1,59144381.21,1.876396474
611580,1,59144399.97,1.876504924
611590,1,59144418.74,1.876613716
611600,1,59144437.5,1.876722496
611610,1,59144456.27,1.876831592
611620,1,59144475.04,1.87694089
611630,1,59144493.81,1.877050171
611640,1,59144512.58,1.877159912
611650,1,59144531.35,1.877269739
611660,1,59144550.13,1.877379619
611670,1,59144568.9,1.877489851
611680,1,59144587.68,1.877600099
611690,1,59144606.45,1.877710615
611700,1,59144625.23,1.877821416
611710,1,59144644.01,1.877932344
611720,1,59144662.79,1.878043332
611730,1,59144681.57,1.87815472
611740,1,59144700.35,1.878266119
611750,1,59144719.14,1.87837778
611760,1,59144737.92,1.878489558
611770,1,59144756.71,1.878601483
611780,1,59144775.49,1.878713573
611790,1,59144794.28,1.878826081
611800,1,59144813.07,1.878938683
611810,1,59144831.86,1.879051411
611820,1,59144850.65,1.87916413
611830,1,59144869.44,1.879277251
611840,1,59144888.24,1.879390682
611850,1,59144907.03,1.879503675
611860,1,59144925.83,1.879617515
611870,1,59144944.62,1.879731393
611880,1,59144963.42,1.879845157
611890,1,59144982.22,1.879959519
611900,1,59145001.02,1.880073699
611910,1,59145019.82,1.880188217
611920,1,59145038.62,1.880302776
611930,1,59145057.43,1.880417895
611940,1,59145076.23,1.880532881
611950,1,59145095.04,1.880648137
611960,1,59145113.85,1.880763479
611970,1,59145132.65,1.880878934
611980,1,59145151.46,1.880994845
611990,1,59145170.27,1.881110793
612000,1,59145189.08,1.881226881
612010,1,59145207.9,1.88134322
612020,1,59145226.71,1.881459769
612030,1,59145245.53,1.881576349
612040,1,59145264.34,1.881693291
612050,1,59145283.16,1.881810382
612060,1,59145301.98,1.881927439
612070,1,59145320.8,1.882044677
612080,1,59145339.62,1.882162438
612090,1,59145358.44,1.882280236
612100,1,59145377.26,1.882397994
612110,1,59145396.09,1.882516205
612120,1,59145414.92,1.882634354
612130,1,59145433.74,1.882753025
612140,1,59145452.57,1.882871338
612150,1,59145471.4,1.882990269
612160,1,59145490.23,1.883109193
612170,1,59145509.06,1.883228287
612180,1,59145527.9,1.883347771
612190,1,59145546.73,1.883467262
612200,1,59145565.56,1.883586972
612210,1,59145584.4,1.883706876
612220,1,59145603.24,1.883827031
612230,1,59145622.08,1.883947104
612240,1,59145640.92,1.884067787
612250,1,59145659.76,1.884188207
612260,1,59145678.6,1.884309011
612270,1,59145697.44,1.884430132
612280,1,59145716.29,1.884551107
