Time (s),Station ID,Range (km),Range Rate (km/s)
1003730,2,59986529.32,2.305148523
1003740,2,59986552.37,2.305370572
1003750,2,59986575.43,2.305592479
1003760,2,59986598.48,2.305814335
1003770,2,59986621.54,2.30603599
1003780,2,59986644.6,2.30625761
1003790,2,59986667.67,2.306478929
1003800,2,59986690.73,2.306700313
1003810,2,59986713.8,2.306921647
1003820,2,59986736.87,2.307142904
1003830,2,59986759.95,2.307363826
1003840,2,59986783.02,2.307584871
1003850,2,59986806.1,2.307805545
1003860,2,59986829.18,2.308026171
1003870,2,59986852.26,2.30824675
1003880,2,59986875.34,2.308467054
1003890,2,59986898.43,2.308687408
1003900,2,59986921.51,2.308907554
1003910,2,59986944.6,2.309127648
1003920,2,59986967.7,2.309347753
1003930,2,59986990.79,2.309567604
1003940,2,59987013.89,2.309787276
1003950,2,59987036.99,2.310006779
1003960,2,59987060.09,2.310226308
1003970,2,59987083.19,2.310445669
1003980,2,59987106.3,2.310664811
1003990,2,59987129.41,2.310884029
1004000,2,59987152.51,2.311103192
1004010,2,59987175.63,2.311322068
1004020,2,59987198.74,2.311540673
1004030,2,59987221.86,2.311759566
1004040,2,59987244.98,2.311978114
1004050,2,59987268.1,2.312196543
1004060,2,59987291.22,2.312415051
1004070,2,59987314.34,2.312633195
1004080,2,59987337.47,2.312850977
1004090,2,59987360.6,2.313069218
1004100,2,59987383.73,2.313287025
1004110,2,59987406.87,2.313504588
1004120,2,59987430,2.313722313
1004130,2,59987453.14,2.313939713
1004140,2,59987476.28,2.314157046
1004150,2,59987499.43,2.314374335
1004160,2,59987522.57,2.314591509
1004170,2,59987545.72,2.314808734
1004180,2,59987568.87,2.315025484
1004190,2,59987592.02,2.315242119
1004200,2,59987615.17,2.315458887
1004210,2,59987638.33,2.315675382
1004220,2,59987661.49,2.315891821
1004230,2,59987684.64,2.316108138
1004240,2,59987707.81,2.316324526
1004250,2,59987730.97,2.316540396
1004260,2,59987754.14,2.316756362
1004270,2,59987777.31,2.316971989
1004280,2,59987800.48,2.31718784
1004290,2,59987823.65,2.317403424
1004300,2,59987846.83,2.317618833
1004310,2,59987870,2.317834274
1004320,2,59987893.18,2.318049595
1004330,2,59987916.36,2.318264662
1004340,2,59987939.55,2.318479582
1004350,2,59987962.73,2.31869444
1004360,2,59987985.92,2.31890903
1004370,2,59988009.11,2.319123681
1004380,2,59988032.3,2.319338264
1004390,2,59988055.5,2.319552536
1004400,2,59988078.7,2.319766644
1004410,2,59988101.89,2.319980742
1004420,2,59988125.09,2.32019471
1004430,2,59988148.3,2.320408846
1004440,2,59988171.5,2.320622549
1004450,2,59988194.71,2.32083599
1004460,2,59988217.92,2.321049708
1004470,2,59988241.13,2.321262974
1004480,2,59988264.34,2.321476184
1004490,2,59988287.56,2.321689655
1004500,2,59988310.78,2.321902653
1004510,2,59988334,2.322115421
1004520,2,59988357.22,2.322328232
1004530,2,59988380.45,2.322540872
1004540,2,59988403.67,2.322753271
1004550,2,59988426.9,2.322965806
1004560,2,59988450.13,2.323177987
1004570,2,59988473.36,2.323390023
1004580,2,59988496.6,2.323602086
1004590,2,59988519.83,2.323814184
1004600,2,59988543.08,2.324025784
1004610,2,59988566.32,2.324237439
1004620,2,59988589.56,2.324448918
1004630,2,59988612.81,2.324660409
1004640,2,59988636.05,2.324871657
1004650,2,59988659.3,2.325082916
1004660,2,59988682.56,2.325293932
1004670,2,59988705.81,2.325504827
1004680,2,59988729.06,2.325715513
1004690,2,59988752.32,2.325926212
1004700,2,59988775.58,2.326136904
1004710,2,59988798.85,2.326347308
1004720,2,59988822.11,2.326557479
1004730,2,59988845.38,2.326767692
1004740,2,59988868.65,2.326977729
1004750,2,59988891.92,2.327187703
1004760,2,59988915.19,2.327397537
1004770,2,59988938.47,2.32760704
1004780,2,59988961.74,2.327816638
1004790,2,59988985.02,2.328025967
1004800,2,59989008.3,2.328235239
1004810,2,59989031.58,2.32844432
1004820,2,59989054.87,2.328653466
1004830,2,59989078.16,2.328862218
1004840,2,59989101.45,2.329071021
1004850,2,59989124.74,2.329279628
1004860,2,59989148.03,2.329488348
1004870,2,59989171.33,2.329696686
1004880,2,59989194.63,2.329904744
1004890,2,59989217.93,2.330113018
1004900,2,59989241.23,2.330320796
1004910,2,59989264.53,2.330528614
1004920,2,59989287.84,2.330736601
1004930,2,59989311.15,2.330944154
1004940,2,59989334.46,2.331151747
1004950,2,59989357.77,2.331359143
1004960,2,59989381.09,2.331566238
1004970,2,59989404.4,2.331773354
1004980,2,59989427.72,2.331980288
1004990,2,59989451.04,2.332187342
1005000,2,59989474.37,2.332394015
1005010,2,59989497.69,2.332600435
1005020,2,59989521.02,2.332806979
1005030,2,59989544.35,2.333013423
1005040,2,59989567.68,2.333219507
1005050,2,59989591.01,2.333425487
1005060,2,59989614.35,2.333631526
1005070,2,59989637.68,2.333837533
1005080,2,59989661.02,2.334043187
1005090,2,59989684.36,2.33424873
1005100,2,59989707.71,2.334454055
1005110,2,59989731.05,2.334659478
1005120,2,59989754.4,2.334864594
1005130,2,59989777.75,2.335069615
1005140,2,59989801.1,2.33527441
1005150,2,59989824.46,2.335479417
1005160,2,59989847.81,2.335683988
1005170,2,59989871.17,2.335888566
1005180,2,59989894.53,2.336092742
1005190,2,59989917.89,2.336296925
1005200,2,59989941.26,2.3365013
1005210,2,59989964.62,2.336704985
1005220,2,59989987.99,2.336908996
1005230,2,59990011.36,2.337112798
1005240,2,59990034.73,2.337316264
1005250,2,59990058.11,2.337519632
1005260,2,59990081.48,2.337723055
1005270,2,59990104.86,2.337926437
1005280,2,59990128.24,2.338129437
1005290,2,59990151.62,2.338332304
1005300,2,59990175.01,2.338535169
1005310,2,59990198.39,2.338737686
1005320,2,59990221.78,2.338940348
1005330,2,59990245.17,2.339142686
1005340,2,59990268.57,2.339345056
1005350,2,59990291.96,2.339547174
1005360,2,59990315.36,2.339749192
1005370,2,59990338.75,2.339951019
1005380,2,59990362.16,2.34015284
1005390,2,59990385.56,2.340354347
1005400,2,59990408.96,2.340556022
1005410,2,59990432.37,2.340757178
1005420,2,59990455.78,2.340958493
1005430,2,59990479.19,2.341159633
1005440,2,59990502.6,2.341360522
1005450,2,59990526.02,2.341561358
1005460,2,59990549.43,2.341762016
1005470,2,59990572.85,2.341962688
1005480,2,59990596.27,2.342163135
1005490,2,59990619.69,2.342363286
1005500,2,59990643.12,2.342563335
1005510,2,59990666.55,2.342763719
1005520,2,59990689.98,2.342963328
1005530,2,59990713.4,2.343163068
1005540,2,59990736.84,2.343362587
1005550,2,59990760.27,2.343562094
1005560,2,59990783.71,2.343761427
1005570,2,59990807.15,2.343960479
1005580,2,59990830.59,2.34415976
1005590,2,59990854.03,2.344358875
1005600,2,59990877.48,2.344557485
1005610,2,59990900.92,2.344756086
1005620,2,59990924.37,2.344954773
1005630,2,59990947.82,2.345152926
1005640,2,59990971.27,2.345351274
1005650,2,59990994.73,2.345549418
1005660,2,59991018.18,2.345747506
1005670,2,59991041.64,2.345945278
1005680,2,59991065.1,2.34614317
1005690,2,59991088.57,2.346340648
1005700,2,59991112.03,2.346538095
1005710,2,59991135.49,2.346735098
1005720,2,59991158.97,2.346932445
1005730,2,59991182.43,2.34712957
1005740,2,59991205.91,2.347326352
1005750,2,59991229.38,2.347523186
1005760,2,59991252.86,2.347719865
1005770,2,59991276.33,2.347916131
1005780,2,59991299.82,2.348112603
1005790,2,59991323.3,2.348308847
1005800,2,59991346.78,2.348504943
1005810,2,59991370.27,2.34870092
1005820,2,59991393.75,2.348896538
1005830,2,59991417.25,2.349092114
1005840,2,59991440.74,2.349287756
1005850,2,59991464.23,2.349483034
1005860,2,59991487.73,2.349678363
1005870,2,59991511.22,2.349873613
1005880,2,59991534.73,2.350068403
1005890,2,59991558.23,2.350263462
1005900,2,59991581.73,2.350458138
1005910,2,59991605.24,2.350652465
1005920,2,59991628.74,2.350846944
1005930,2,59991652.25,2.351041334
1005940,2,59991675.76,2.351235094
1005950,2,59991699.28,2.351429184
1005960,2,59991722.79,2.351623248
1005970,2,59991746.31,2.351816854
1005980,2,59991769.83,2.352010452
1005990,2,59991793.35,2.352203938
1006000,2,59991816.87,2.352397208
1006010,2,59991840.4,2.352590341
1006020,2,59991863.93,2.352783271
1006030,2,59991887.45,2.352976194
1006040,2,59991910.98,2.353168965
1006050,2,59991934.52,2.353361701
1006060,2,59991958.05,2.353554264
1006070,2,59991981.59,2.353746639
1006080,2,59992005.13,2.353938703
1006090,2,59992028.67,2.35413061
1006100,2,59992052.21,2.354322329
1006110,2,59992075.75,2.354514295
1006120,2,59992099.3,2.354705935
1006130,2,59992122.85,2.35489733
1006140,2,59992146.4,2.355088821
1006150,2,59992169.95,2.355279722
1006160,2,59992193.5,2.355470781
1006170,2,59992217.06,2.355661862
1006180,2,59992240.62,2.355852655
1006190,2,59992264.17,2.356043174
1006200,2,59992287.74,2.35623375
1006210,2,59992311.3,2.356424161
1006220,2,59992334.87,2.356614358
1006230,2,59992358.43,2.356804378
1006240,2,59992382,2.356994308
1006250,2,59992405.57,2.357184032
1006260,2,59992429.15,2.357373804
1006270,2,59992452.72,2.357563363
1006280,2,59992476.3,2.357752514
1006290,2,59992499.87,2.35794171
1006300,2,59992523.46,2.35813076
1006310,2,59992547.04,2.358319902
1006320,2,59992570.62,2.358508402
1006330,2,59992594.21,2.358697072
1006340,2,59992617.8,2.358885344
1006350,2,59992641.39,2.35907414
1006360,2,59992664.98,2.359262335
1006370,2,59992688.57,2.35945038
1006380,2,59992712.17,2.359638129
1006390,2,59992735.77,2.359826046
1006400,2,59992759.36,2.360013599
1006410,2,59992782.96,2.360201217
1006420,2,59992806.57,2.360388579
1006430,2,59992830.17,2.360575585
1006440,2,59992853.78,2.360762654
1006450,2,59992877.39,2.360949614
1006460,2,59992901,2.361136293
1006470,2,59992924.61,2.361322965
1006480,2,59992948.22,2.361509791
1006490,2,59992971.84,2.361695818
1006500,2,59992995.46,2.361881945
1006510,2,59993019.08,2.36206805
1006520,2,59993042.7,2.362254021
1006530,2,59993066.32,2.362439782
1006540,2,59993089.95,2.362625456
1006550,2,59993113.58,2.36281084
1006560,2,59993137.2,2.36299613
1006570,2,59993160.83,2.363181355
1006580,2,59993184.47,2.363366367
1006590,2,59993208.1,2.363551261
1006600,2,59993231.74,2.363736214
1006610,2,59993255.38,2.363920612
1006620,2,59993279.02,2.3641051
1006630,2,59993302.66,2.364289268
1006640,2,59993326.3,2.364473559
1006650,2,59993349.95,2.364657531
1006660,2,59993373.6,2.364841379
1006670,2,59993397.24,2.365025082
1006680,2,59993420.9,2.36520854
1006690,2,59993444.55,2.365392061
1006700,2,59993468.2,2.365575431
1006710,2,59993491.86,2.365758625
1006720,2,59993515.52,2.365941639
1006730,2,59993539.18,2.366124618
1006740,2,59993562.84,2.366306932
1006750,2,59993586.5,2.366489764
1006760,2,59993610.17,2.366672262
1006770,2,59993633.84,2.366854049
1006780,2,59993657.51,2.367036283
1006790,2,59993681.18,2.367218327
1006800,2,59993704.85,2.36740018
1006810,2,59993728.53,2.36758181
1006820,2,59993752.2,2.367763126
1006830,2,59993775.88,2.367944565
1006840,2,59993799.56,2.368126
1006850,2,59993823.25,2.368307052
1006860,2,59993846.93,2.368487948
1006870,2,59993870.62,2.368668687
1006880,2,59993894.3,2.36884932
1006890,2,59993917.99,2.369029509
1006900,2,59993941.69,2.36920999
1006910,2,59993965.38,2.369390305
1006920,2,59993989.07,2.36957025
1006930,2,59994012.77,2.369750347
1006940,2,59994036.47,2.36993008
1006950,2,59994060.17,2.370109519
1006960,2,59994083.87,2.370288902
1006970,2,59994107.57,2.370468344
1006980,2,59994131.28,2.370647534
1006990,2,59994154.99,2.370826417
1007000,2,59994178.7,2.371005086
1007010,2,59994202.41,2.371183985
1007020,2,59994226.12,2.371362402
1007030,2,59994249.83,2.371540695
1007040,2,59994273.55,2.371719145
1007050,2,59994297.27,2.371897186
1007060,2,59994320.99,2.372075052
1007070,2,59994344.71,2.372252837
1007080,2,59994368.43,2.372430483
1007090,2,59994392.16,2.372607919
1007100,2,59994415.88,2.372785344
1007110,2,59994439.61,2.37296264
1007120,2,59994463.34,2.37313951
1007130,2,59994487.08,2.373316445
1007140,2,59994510.81,2.3734932
1007150,2,59994534.55,2.373669756
1007160,2,59994558.29,2.373846166
1007170,2,59994582.02,2.374022533
1007180,2,59994605.76,2.374198684
1007190,2,59994629.51,2.374374621
1007200,2,59994653.25,2.374550516
1007210,2,59994677,2.374725928
1007220,2,59994700.74,2.374901496
1007230,2,59994724.5,2.375077002
1007240,2,59994748.25,2.375252136
1007250,2,59994772,2.375427274
1007260,2,59994795.76,2.375602081
1007270,2,59994819.51,2.375776961
1007280,2,59994843.27,2.375951302
1007290,2,59994867.03,2.376126089
1007300,2,59994890.8,2.376300285
1007310,2,59994914.56,2.376474554
1007320,2,59994938.32,2.37664875
1007330,2,59994962.09,2.376822343
1007340,2,59994985.86,2.376995978
1007350,2,59995009.63,2.377169549
1007360,2,59995033.4,2.377342916
1007370,2,59995057.18,2.377516332
1007380,2,59995080.95,2.377689295
1007390,2,59995104.73,2.377862203
1007400,2,59995128.51,2.378034922
1007410,2,59995152.29,2.378207644
1007420,2,59995176.07,2.378379993
1007430,2,59995199.86,2.378552414
1007440,2,59995223.65,2.378724681
1007450,2,59995247.43,2.378896689
1007460,2,59995271.23,2.379068482
1007470,2,59995295.02,2.379240282
1007480,2,59995318.81,2.379411658
1007490,2,59995342.6,2.379583175
1007500,2,59995366.4,2.379754379
1007510,2,59995390.2,2.379925376
1007520,2,59995414,2.38009636
1007530,2,59995437.8,2.380267089
1007540,2,59995461.6,2.380437764
1007550,2,59995485.41,2.380608254
1007560,2,59995509.22,2.380778571
1007570,2,59995533.03,2.380948742
1007580,2,59995556.83,2.3811187
1007590,2,59995580.65,2.381288632
1007600,2,59995604.46,2.381458273
1007610,2,59995628.28,2.381627922
1007620,2,59995652.09,2.381797049
1007630,2,59995675.91,2.381966369
1007640,2,59995699.73,2.382135409
1007650,2,59995723.56,2.38230443
1007660,2,59995747.38,2.382473215
1007670,2,59995771.21,2.382641847
1007680,2,59995795.03,2.382809996
1007690,2,59995818.86,2.382978536
1007700,2,59995842.69,2.383146542
1007710,2,59995866.52,2.383314624
1007720,2,59995890.36,2.383482465
1007730,2,59995914.19,2.383649999
1007740,2,59995938.03,2.383817369
1007750,2,59995961.87,2.383985095
1007760,2,59995985.71,2.384152124
1007770,2,59996009.55,2.384319129
1007780,2,59996033.4,2.384486079
1007790,2,59996057.24,2.384652792
1007800,2,59996081.09,2.384819415
1007810,2,59996104.94,2.384985882
1007820,2,59996128.79,2.385152098
1007830,2,59996152.64,2.385318243
1007840,2,59996176.5,2.385483928
1007850,2,59996200.35,2.385649617
1007860,2,59996224.21,2.385815609
1007870,2,59996248.07,2.38598076
1007880,2,59996271.93,2.386146274
1007890,2,59996295.79,2.386311642
1007900,2,59996319.66,2.386476422
1007910,2,59996343.52,2.38664137
1007920,2,59996367.39,2.386806069
1007930,2,59996391.26,2.386970454
1007940,2,59996415.13,2.387134979
1007950,2,59996439,2.387299068
1007960,2,59996462.87,2.387463085
1007970,2,59996486.75,2.387626807
1007980,2,59996510.63,2.387790687
1007990,2,59996534.5,2.387954366
1008000,2,59996558.38,2.388117661
1008010,2,59996582.27,2.38828099
1008020,2,59996606.15,2.388443968
1008030,2,59996630.04,2.388606943
1008040,2,59996653.92,2.388769694
1008050,2,59996677.81,2.388932207
1008060,2,59996701.7,2.389094716
1008070,2,59996725.59,2.389257177
1008080,2,59996749.49,2.389419253
1008090,2,59996773.38,2.389581221
1008100,2,59996797.28,2.389743111
1008110,2,59996821.18,2.389904909
1008120,2,59996845.08,2.390066332
1008130,2,59996868.98,2.390227627
1008140,2,59996892.88,2.390388705
1008150,2,59996916.78,2.39054974
1008160,2,59996940.69,2.390710757
1008170,2,59996964.6,2.390871306
1008180,2,59996988.51,2.39103192
1008190,2,59997012.42,2.391192337
1008200,2,59997036.33,2.391352342
1008210,2,59997060.25,2.391512492
1008220,2,59997084.16,2.391672466
1008230,2,59997108.08,2.391832025
1008240,2,59997132,2.391991665
1008250,2,59997155.92,2.392151242
1008260,2,59997179.84,2.392310432
1008270,2,59997203.77,2.392469414
1008280,2,59997227.69,2.392628282
1008290,2,59997251.62,2.392786979
1008300,2,59997275.55,2.392945575
1008310,2,59997299.48,2.393104276
1008320,2,59997323.41,2.393262548
1008330,2,59997347.34,2.39342067
1008340,2,59997371.28,2.393578596
1008350,2,59997395.21,2.393736436
1008360,2,59997419.15,2.393893922
1008370,2,59997443.09,2.394051476
1008380,2,59997467.03,2.394208716
1008390,2,59997490.98,2.394365776
1008400,2,59997514.92,2.394522976
1008410,2,59997538.87,2.394679778
1008420,2,59997562.81,2.394836403
1008430,2,59997586.76,2.394993125
1008440,2,59997610.72,2.395149248
1008450,2,59997634.67,2.395305426
1008460,2,59997658.62,2.395461609
1008470,2,59997682.58,2.395617405
1008480,2,59997706.53,2.395772921
1008490,2,59997730.49,2.395928519
1008500,2,59997754.45,2.396083859
1008510,2,59997778.42,2.396239112
1008520,2,59997802.38,2.396394183
1008530,2,59997826.34,2.396549212
1008540,2,59997850.31,2.396703855
1008550,2,59997874.28,2.39685836
1008560,2,59997898.25,2.397012678
1008570,2,59997922.22,2.397167078
1008580,2,59997946.19,2.397320874
1008590,2,59997970.16,2.397474815
1008600,2,59997994.14,2.397628693
1008610,2,59998018.12,2.397782231
1008620,2,59998042.1,2.397935522
1008630,2,59998066.08,2.398088731
1008640,2,59998090.05,2.398241909
1008650,2,59998114.04,2.398394748
1008660,2,59998138.02,2.398547495
1008670,2,59998162.01,2.398700113
1008680,2,59998186,2.39885243
1008690,2,59998209.99,2.399004727
1008700,2,59998233.98,2.399156706
1008710,2,59998257.97,2.399308853
1008720,2,59998281.96,2.399460419
1008730,2,59998305.96,2.399612075
1008740,2,59998329.96,2.399763498
1008750,2,59998353.96,2.399914713
1008760,2,59998377.95,2.400065916
1008770,2,59998401.95,2.400216911
1008780,2,59998425.96,2.400367411
1008790,2,59998449.96,2.400518214
1008800,2,59998473.97,2.400668524
1008810,2,59998497.98,2.400818713
1008820,2,59998521.98,2.400968776
1008830,2,59998546,2.401119018
1008840,2,59998570.01,2.401268409
1008850,2,59998594.02,2.401418101
1008860,2,59998618.03,2.401567403
1008870,2,59998642.05,2.401717025
1008880,2,59998666.07,2.401866145
1008890,2,59998690.09,2.402014899
1008900,2,59998714.11,2.402163789
1008910,2,59998738.13,2.402312474
1008920,2,59998762.16,2.4024607
1008930,2,59998786.18,2.402609094
1008940,2,59998810.21,2.402757314
1008950,2,59998834.24,2.402905156
1008960,2,59998858.27,2.403052879
1008970,2,59998882.3,2.40320035
1008980,2,59998906.33,2.403347837
1008990,2,59998930.37,2.403495276
1009000,2,59998954.4,2.403642348
1009010,2,59998978.44,2.403789305
1009020,2,59999002.48,2.403935997
1009030,2,59999026.52,2.404082658
1009040,2,59999050.56,2.404228914
1009050,2,59999074.6,2.404375279
1009060,2,59999098.65,2.404521271
1009070,2,59999122.69,2.404667332
1009080,2,59999146.74,2.404812941
1009090,2,59999170.79,2.404958644
1009100,2,59999194.84,2.405104256
1009110,2,59999218.89,2.405249413
1009120,2,59999242.94,2.405394182
1009130,2,59999267,2.405539444
1009140,2,59999291.06,2.405684241
1009150,2,59999315.11,2.405828656
1009160,2,59999339.17,2.405973238
1009170,2,59999363.23,2.406117447
1009180,2,59999387.29,2.406261402
1009190,2,59999411.36,2.406405412
1009200,2,59999435.42,2.406549119
1009210,2,59999459.49,2.406692846
1009220,2,59999483.55,2.406836195
1009230,2,59999507.63,2.406979195
1009240,2,59999531.69,2.407122421
1009250,2,59999555.77,2.407265365
1009260,2,59999579.84,2.407407997
1009270,2,59999603.92,2.40755054
1009280,2,59999627.99,2.407692989
1009290,2,59999652.07,2.407835081
1009300,2,59999676.15,2.407977095
1009310,2,59999700.23,2.408119115
1009320,2,59999724.31,2.408260883
1009330,2,59999748.39,2.408402421
1009340,2,59999772.48,2.408543563
1009350,2,59999796.57,2.408684921
1009360,2,59999820.65,2.408825991
1009370,2,59999844.74,2.408966814
1009380,2,59999868.83,2.409107611
1009390,2,59999892.92,2.409248144
1009400,2,59999917.02,2.409388539
1009410,2,59999941.11,2.409528602
1009420,2,59999965.21,2.409668641
1009430,2,59999989.3,2.409808403
1009440,2,60000013.4,2.409947846
1009450,2,60000037.5,2.410087602
1009460,2,60000061.6,2.410227052
1009470,2,60000085.71,2.410366183
1009480,2,60000109.81,2.410505156
1009490,2,60000133.92,2.410644051
1009500,2,60000158.02,2.410782516
1009510,2,60000182.14,2.410921077
1009520,2,60000206.24,2.411059201
1009530,2,60000230.35,2.411197525
1009540,2,60000254.47,2.411335398
1009550,2,60000278.58,2.41147324
1009560,2,60000302.7,2.411610845
1009570,2,60000326.81,2.411748308
1009580,2,60000350.93,2.411885634
1009590,2,60000375.05,2.412022609
1009600,2,60000399.17,2.412159576
1009610,2,60000423.3,2.412296508
1009620,2,60000447.42,2.412432876
1009630,2,60000471.54,2.412569416
1009640,2,60000495.67,2.412705549
1009650,2,60000519.8,2.412841506
1009660,2,60000543.93,2.412977527
1009670,2,60000568.06,2.413112968
1009680,2,60000592.19,2.413248849
1009690,2,60000616.32,2.41338426
1009700,2,60000640.46,2.41351933
1009710,2,60000664.59,2.413654327
1009720,2,60000688.73,2.413789314
1009730,2,60000712.87,2.4139239
1009740,2,60000737.01,2.414058299
1009750,2,60000761.15,2.414192927
1009760,2,60000785.29,2.414327053
1009770,2,60000809.44,2.414460982
1009780,2,60000833.58,2.414594829
1009790,2,60000857.73,2.414728485
1009800,2,60000881.87,2.4148619
1009810,2,60000906.03,2.414995115
1009820,2,60000930.18,2.415128263
1009830,2,60000954.33,2.415261156
1009840,2,60000978.48,2.415394149
1009850,2,60001002.63,2.415526628
1009860,2,60001026.79,2.415659106
1009870,2,60001050.95,2.415791537
1009880,2,60001075.11,2.41592349
1009890,2,60001099.27,2.416055403
1009900,2,60001123.43,2.416187171
1009910,2,60001147.59,2.416318762
1009920,2,60001171.76,2.416450019
1009930,2,60001195.92,2.416581519
1009940,2,60001220.09,2.416712503
1009950,2,60001244.25,2.416843167
1009960,2,60001268.42,2.416974065
1009970,2,60001292.59,2.417104379
1009980,2,60001316.76,2.417234815
1009990,2,60001340.94,2.417364962
1010000,2,60001365.11,2.417495191
1010010,2,60001389.29,2.417624835
1010020,2,60001413.46,2.417754511
1010030,2,60001437.64,2.41788389
1010040,2,60001461.82,2.418013334
1010050,2,60001486,2.418142402
1010060,2,60001510.19,2.418271397
1010070,2,60001534.37,2.418400162
1010080,2,60001558.55,2.418528747
1010090,2,60001582.74,2.418657074
1010100,2,60001606.93,2.418785466
1010110,2,60001631.11,2.418913339
1010120,2,60001655.3,2.419041447
1010130,2,60001679.49,2.419169142
1010140,2,60001703.69,2.419296593
1010150,2,60001727.88,2.419424058
1010160,2,60001752.08,2.419551286
1010170,2,60001776.27,2.419678124
1010180,2,60001800.47,2.419804957
1010190,2,60001824.67,2.419931905
1010200,2,60001848.87,2.420058168
1010210,2,60001873.07,2.420184499
1010220,2,60001897.27,2.420310579
1010230,2,60001921.48,2.420436459
1010240,2,60001945.68,2.420562341
1010250,2,60001969.89,2.420688039
1010260,2,60001994.09,2.420813414
1010270,2,60002018.3,2.420938663
1010280,2,60002042.51,2.421063812
1010290,2,60002066.72,2.421188825
1010300,2,60002090.94,2.421313418
1010310,2,60002115.15,2.421437925
1010320,2,60002139.37,2.421562237
1010330,2,60002163.58,2.421686477
1010340,2,60002187.8,2.421810421
1010350,2,60002212.02,2.421934399
1010360,2,60002236.24,2.422058054
1010370,2,60002260.46,2.422181582
1010380,2,60002284.68,2.422304771
1010390,2,60002308.9,2.422428006
1010400,2,60002333.13,2.422550728
1010410,2,60002357.36,2.422673756
1010420,2,60002381.59,2.422796058
1010430,2,60002405.81,2.422918601
1010440,2,60002430.04,2.423040853
1010450,2,60002454.27,2.423163044
1010460,2,60002478.51,2.423284875
1010470,2,60002502.74,2.423406608
1010480,2,60002526.98,2.423528058
1010490,2,60002551.21,2.423649553
1010500,2,60002575.45,2.423770448
1010510,2,60002599.69,2.423891797
1010520,2,60002623.93,2.424012544
1010530,2,60002648.17,2.424133184
1010540,2,60002672.41,2.424253557
1010550,2,60002696.65,2.424373838
1010560,2,60002720.9,2.424493996
1010570,2,60002745.14,2.424613877
1010580,2,60002769.39,2.424733663
1010590,2,60002793.64,2.424853203
1010600,2,60002817.88,2.424972478
1010610,2,60002842.13,2.425091985
1010620,2,60002866.39,2.425210885
1010630,2,60002890.64,2.425329793
1010640,2,60002914.89,2.425448288
1010650,2,60002939.15,2.425566918
1010660,2,60002963.4,2.425685324
1010670,2,60002987.66,2.425803222
1010680,2,60003011.92,2.425921222
1010690,2,60003036.18,2.426038959
1010700,2,60003060.44,2.426156704
1010710,2,60003084.7,2.426274049
1010720,2,60003108.97,2.426391466
1010730,2,60003133.23,2.426508185
1010740,2,60003157.5,2.426625101
1010750,2,60003181.76,2.42674205
1010760,2,60003206.03,2.426858297
1010770,2,60003230.3,2.426974663
1010780,2,60003254.57,2.427090772
1010790,2,60003278.84,2.427206982
1010800,2,60003303.12,2.427322823
1010810,2,60003327.39,2.427438394
1010820,2,60003351.66,2.427553762
1010830,2,60003375.94,2.427669004
1010840,2,60003400.22,2.427784044
1010850,2,60003424.5,2.427899095
1010860,2,60003448.78,2.428013686
1010870,2,60003473.06,2.428128424
1010880,2,60003497.34,2.428242646
1010890,2,60003521.62,2.428356857
1010900,2,60003545.9,2.428470803
1010910,2,60003570.19,2.428584553
1010920,2,60003594.48,2.42869838
1010930,2,60003618.76,2.428811701
1010940,2,60003643.05,2.428925105
1010950,2,60003667.34,2.429038108
1010960,2,60003691.63,2.429150997
1010970,2,60003715.93,2.429263777
1010980,2,60003740.22,2.429376312
1010990,2,60003764.51,2.429488534
1011000,2,60003788.81,2.429600838
1011010,2,60003813.11,2.429712871
1011020,2,60003837.4,2.429824654
1011030,2,60003861.7,2.429936517
1011040,2,60003886,2.430047557
1011050,2,60003910.3,2.430159138
1011060,2,60003934.61,2.430269902
1011070,2,60003958.91,2.430381084
1011080,2,60003983.21,2.430491695
1011090,2,60004007.52,2.430602262
1011100,2,60004031.82,2.430712836
1011110,2,60004056.13,2.430822825
1011120,2,60004080.44,2.430932924
1011130,2,60004104.75,2.431042837
1011140,2,60004129.06,2.431152524
1011150,2,60004153.37,2.431261733
1011160,2,60004177.69,2.431371332
1011170,2,60004202,2.431480106
1011180,2,60004226.32,2.431589099
1011190,2,60004250.63,2.431697873
1011200,2,60004274.95,2.431806292
1011210,2,60004299.27,2.431914864
1011220,2,60004323.59,2.432022984
1011230,2,60004347.91,2.432131046
1011240,2,60004372.23,2.432238903
1011250,2,60004396.55,2.432346378
1011260,2,60004420.88,2.432453835
1011270,2,60004445.2,2.432561257
1011280,2,60004469.53,2.432668375
1011290,2,60004493.86,2.432775156
1011300,2,60004518.19,2.432882019
1011310,2,60004542.51,2.432988315
1011320,2,60004566.84,2.433094757
1011330,2,60004591.18,2.433200962
1011340,2,60004615.51,2.433307186
1011350,2,60004639.84,2.433412687
1011360,2,60004664.18,2.433518288
1011370,2,60004688.51,2.433623787
1011380,2,60004712.85,2.433729323
1011390,2,60004737.19,2.433833995
1011400,2,60004761.53,2.433939099
1011410,2,60004785.87,2.434043507
1011420,2,60004810.21,2.434148271
1011430,2,60004834.55,2.434252483
1011440,2,60004858.89,2.434356595
1011450,2,60004883.24,2.434460708
1011460,2,60004907.58,2.43456455
1011470,2,60004931.93,2.434667809
1011480,2,60004956.27,2.434771449
1011490,2,60004980.62,2.434874576
1011500,2,60005004.97,2.434977712
